medal_date,medal_type,medal_code,name_x,gender_x,country_code_x,country_x,country_long_x,nationality_x,team,team_gender,discipline,event,event_type,url_event,birth_date_x,code_athlete,code_team,name_y,name_short,name_tv,gender_y,function,country_code_y,country_y,country_long_y,nationality_y,nationality_full,nationality_code,height,weight,disciplines,events,birth_date_y,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,family,lang,coach,reason,hero,influence,philosophy,sporting_relatives,ritual,other_sports
2024-08-11,Bronze Medal,3.0,WEINBERG Adrian,Male,USA,United States,United States of America,United States,United States of America,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000200--,2001-11-25,1908370,WPOMTEAM7---USA01,WEINBERG Adrian,WEINBERG A,Adrian WEINBERG,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,195,0.0,['Water Polo'],['Men'],2001-11-25,"LOS ANGELES, CA",United States,,,,,,"Studies Economics at University of California, Berkeley (USA)","Father, John. Mother, Matilde. Sister, Carolina",English,National: Dejan Udovicic (SRB),Became interested after watching local teenagers play,"Water polo player Viktor Nagy (HUN), 2002 Olympic bronze medallist, three-time Olympian (2012, 2016, 2020), three-time world championship medallist (one gold, two silver)",His parents,,,Prays prior to every game,
2024-08-11,Bronze Medal,3.0,HOOPER Johnny,Male,USA,United States,United States of America,United States,United States of America,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000200--,1997-06-24,1908360,WPOMTEAM7---USA01,HOOPER Johnny,HOOPER J,Johnny HOOPER,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,185,0.0,['Water Polo'],['Men'],1997-06-24,"LOS ANGELES, CA",United States,,,"Hoopstar, Buckets","Surfing, photography",Athlete,"Graduated in 2019 with a degree in Business Administration and Management from University of California, Berkeley (USA)","Father, Gary. Mother, Mimi","English, Japanese",National: Dejan Udovicic (SRB),A friend of the family advised his mother that he should take up the sport,,,"""If your dreams don't scare you, they aren't big enough. Remember perseverance when things get tough."" (usawaterpolo.org, 11 Aug 2019)","Father, Gary (beach volleyball), is in the California Beach Volleyball Association Hall of Fame",,
2024-08-11,Bronze Medal,3.0,VAVIC Marko,Male,USA,United States,United States of America,United States,United States of America,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000200--,1999-04-25,1908369,WPOMTEAM7---USA01,VAVIC Marko,VAVIC M,Marko VAVIC,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,195,0.0,['Water Polo'],['Men'],1999-04-25,"LOS ANGELES, CA",United States,,,,"Surfing, skateboarding, freediving, spear fishing, playing basketball, volleyball",Athlete,"Graduated with a degree in Business from University of Southern California (Los Angeles, USA)","Father, Jovan. Mother, Lisa. Brothers, Nicola and Stefan. Sister, Monica",English,"Personal: Father, Jovan (USA).<br>National: Dejan Udovicic (SRB)",,"Basketball player Allen Iverson (USA), played 14 seasons in the National Basketball Association (NBA) spending 10 with the Philadelphia 76ers (1996-2006), and is a 2004 Olympic bronze medallist","Father, Jovan",,,,
2024-08-11,Bronze Medal,3.0,OBERT Alex,Male,USA,United States,United States of America,United States,United States of America,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000200--,1991-12-18,1908365,WPOMTEAM7---USA01,OBERT Alex,OBERT A,Alex OBERT,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,198,0.0,['Water Polo'],['Men'],1991-12-18,"YORBA LINDA, CA",United States,,,OB,"Watching and playing basketball, cooking, hiking",Athlete,"Graduated in 2016 with a degree in Engineering from University of the Pacific (Stockton, USA)","Wife, Michele. Father, David. Mother, Kristin. Older sister, Isabelle",English,National: Dejan Udovicic (SRB),To remain in shape for basketball,,Coaches James Graham and Dejan Udovicic,"""Don't overreact to daily failures and keep focused on the main goal."" (usawaterpolo.org, 11 Aug 2019)",,,All-American swimmer in high school
2024-08-11,Bronze Medal,3.0,DAUBE Hannes,Male,USA,United States,United States of America,United States,United States of America,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000200--,2000-01-05,1908353,WPOMTEAM7---USA01,DAUBE Hannes,DAUBE H,Hannes DAUBE,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,193,0.0,['Water Polo'],['Men'],2000-01-05,"NEWPORT BEACH, CA",United States,,,,"Playing basketball, snowboarding, surfing, spending time with friends",Athlete,"Graduated in 2022 with a degree in Economics from University of Southern California (Los Angeles, USA)","Older sister, Eike","English, German",National: Dejan Udovicic (SRB),,,,"""Stay positive."" (usawaterpolo.org, 11 Aug 2019)",,,
2024-08-11,Bronze Medal,3.0,CUPIDO Luca,Male,USA,United States,United States of America,United States,United States of America,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000200--,1995-11-09,1908352,WPOMTEAM7---USA01,CUPIDO Luca,CUPIDO L,Luca CUPIDO,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,190,0.0,['Water Polo'],['Men'],1995-11-09,GENOA,Italy,,,Nano,"Watching movies, watching basketball, travelling",Athlete,"Graduated in 2018 with a degree in Urban and City Planning from University of California, Berkeley (USA)","Older brother, Giacomo","English, Italian",National: Dejan Udovicic (SRB),Took up water polo to follow in the footsteps of his father and older brother,"Basketball player Lebron James (USA), four-time National Basketball Association (NBA) champion with the Miami Heat (2012, 2013), Cleveland Cavaliers (2016) and Los Angeles Lakers (2020), 19-time All-Star, two-time Olympic gold medallist (2008, 2012)","Older brother, Giacomo (water polo), played at UC Berkeley","""Keep working hard and be polite and nice to others."" (usawaterpolo.org, 11 Aug 2019)",,Never predicts a score,
2024-08-11,Bronze Medal,3.0,HALLOCK Ben,Male,USA,United States,United States of America,United States,United States of America,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000200--,1997-11-22,1908357,WPOMTEAM7---USA01,HALLOCK Ben,HALLOCK B,Ben HALLOCK,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,198,0.0,['Water Polo'],['Men'],1997-11-22,"SANTA BARBARA, CA",United States,,,,"Spending time with family and friends, spending time at the beach, watching American football",Athlete,Graduated in 2020 with a degree in Economics from Stanford University (USA),"Father, Michael",English,National: Dejan Udovicic (SRB),Parents wanted him to try something new,"Boxer Muhammad Ali, born Cassius Clay (USA), former undisputed heavyweight champion of the world, 1960 Olympic champion (light heavyweight), nicknamed 'The Greatest' and regarded as one of the most significant sports figures of the 20th century","His father, Michael","""Age is no barrier. It is a limitation you put on your mind."" Olympic track and field athlete Jackie Joyner-Kersee (USA). (via usawaterpolo.org, 11 Aug 2019)",,Listens to loud music before a game,
2024-08-11,Bronze Medal,3.0,WOODHEAD Dylan,Male,USA,United States,United States of America,United States,United States of America,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000200--,1998-09-25,1908371,WPOMTEAM7---USA01,WOODHEAD Dylan,WOODHEAD D,Dylan WOODHEAD,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,200,0.0,['Water Polo'],['Men'],1998-09-25,,United States,,,Woody,"Golf, surfing, cooking, painting, gardening, building, dogs, watching films, design",Athlete,Graduated in 2020 with a degree in Mechanical Engineering from Standford University (USA),"Father, Jeff. Mother, Laura. Younger brother, Quinn. Younger sister, Ella","English, French",National: Dejan Udovicic (SRB),,,Friends and family,,"Brother, Quinn (water polo), USA teammate",,
2024-08-11,Bronze Medal,3.0,BOWEN Alex,Male,USA,United States,United States of America,United States,United States of America,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000200--,1993-09-04,1908350,WPOMTEAM7---USA01,BOWEN Alex,BOWEN A,Alex BOWEN,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,195,0.0,['Water Polo'],['Men'],1993-09-04,"SAN DIEGO, CA",United States,,,Brick,"Surfing, drawing, playing computer games",Athlete,Graduated in 2015 with a degree in Production Design from Stanford University (USA),"Father, Rod. Mother, Barbara. Younger brother, Eric",English,National: Dejan Udovicic (SRB),Father got him involved in water polo,"Baseball player Tony Gwynn (USA), played 20 seasons in Major League Baseball (MLB) for the San Diego Padres (1982–2001), making two appearances in the World Series (1984, 1998)",His parents,"""It's not whether you get knocked down, it's whether you get back up."" Former NFL coach Vince Lombardi (via usawaterpolo.org)",,,
2024-08-11,Bronze Medal,3.0,DODD Chase William,Male,USA,United States,United States of America,United States,United States of America,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000200--,2003-04-05,1908354,WPOMTEAM7---USA01,DODD Chase William,DODD CW,Chase William DODD,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,190,0.0,['Water Polo'],['Men'],2003-04-05,"LONG BEACH, CA",United States,,,,"Hiking, mountain biking, off-roading, racing, spending time with family",Student,"Studies Environmental Science at the University of California, Los Angeles (USA)","Father, Steve. Mother, Janet. Younger brother, Ryder",English,National: Dejan Udovicic (SRB),Found water polo an alternative to swimming while looking to stay fit,"Swimmer Michael Phelps (USA), 28-time Olympic medallist (23 gold, three silver, two bronze); 33-time world championship medallist (26 gold, six silver, one bronze)",,,,,
2024-08-11,Bronze Medal,3.0,DODD Ryder,Male,USA,United States,United States of America,United States,United States of America,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000200--,2006-01-19,1908355,WPOMTEAM7---USA01,DODD Ryder,DODD R,Ryder DODD,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,182,0.0,['Water Polo'],['Men'],2006-01-19,"LONG BEACH, CA",United States,,,,,Student,,"Father, Steve. Mother, Janet. Older brother, Chase",English,National: Dejan Udovicic (SRB),Inspired by his older brother Chase to take up water polo having been a swimmer before that,,,,,,
2024-08-11,Bronze Medal,3.0,IRVING Max,Male,USA,United States,United States of America,United States,United States of America,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000200--,1995-05-21,1908361,WPOMTEAM7---USA01,IRVING Max,IRVING M,Max IRVING,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,185,0.0,['Water Polo'],['Men'],1995-05-21,"LONG BEACH, CA",United States,,,,"Surfing, golf, basketball, ice skating",Athlete,"Studied Political Science at University of California, Los Angeles (USA)","Father, Michael. Mother, Kelly. Older brother, Aaron. Younger brother, Quincy. Younger sister, Savannah",English,National: Dejan Udovicic (SRB),"Played different sports but after spending time at a summer camp, counsellors there told his parents how good he was at water polo","Basketball player Lebron James (USA), four-time National Basketball Association (NBA) champion with the Miami Heat (2012, 2013), Cleveland Cavaliers (2016) and Los Angeles Lakers (2020), 19-time All-Star, two-time Olympic gold medallist (2008, 2012)","Father Max, a college basketball referee","""Continue to focus and push to be the best. Enjoy the moment and embrace every situation without stress."" (usawaterpolo.org, 11 Aug 2019)",,,
2024-08-11,Bronze Medal,3.0,HOLLAND Drew,Male,USA,United States,United States of America,United States,United States of America,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000200--,1995-04-11,1908359,WPOMTEAM7---USA01,HOLLAND Drew,HOLLAND D,Drew HOLLAND,Male,Athlete,USA,United States,United States of America,United States,United States of America,USA,195,0.0,['Water Polo'],['Men'],1995-04-11,"BERKELEY, CA",United States,,,Drewps,Playing basketball,Athlete,Graduated from Stanford University (USA),"Father, Jeff. Mother, Alison. Older brothers, Kent and John",English,National: Dejan Udovicic (SRB),Began playing water polo after being inspired by his older brothers,"Water polo player Merrill Moses (USA), 2008 Olympic silver medallist, three-time Olympian (2008, 2012, 2016), three-time Pan American Games champion (2007, 2011, 2015)",,"""Water polo is so fun, enjoy it."" (usawaterpolo.org, 27 Jul 2019)",,,
2024-08-10,Gold Medal,1.0,DING Xinyi,Female,CHN,China,People's Republic of China,China,People's Republic of China,W,Rhythmic Gymnastics,Group All-Around,TEAM,,2004-08-27,1927515,GRYW5AA-----CHN01,DING Xinyi,DING X,DING Xinyi,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0,0.0,['Rhythmic Gymnastics'],['Group All-Around'],2004-08-27,CHONGQING,China,CHONGQING,China,,,Athlete,,,Mandarin,National: Sun Dan (CHN),,,,,,,
2024-08-10,Gold Medal,1.0,GUO Qiqi,Female,CHN,China,People's Republic of China,China,People's Republic of China,W,Rhythmic Gymnastics,Group All-Around,TEAM,,1998-08-07,1927516,GRYW5AA-----CHN01,GUO Qiqi,GUO Q,GUO Qiqi,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0,0.0,['Rhythmic Gymnastics'],['Group All-Around'],1998-08-07,CHONGQING,China,BEIJING,China,,"Reading, cinema",Athlete,Shanghai University of Sport (CHN),,Mandarin,National: Sun Dan (CHN),A coach scouted her,"Tennis player Li Na (CHN), two-time Grand Slam singles champion (2011 French Open, 2014 Australian Open), 2012 Olympian",,,,,
2024-08-10,Gold Medal,1.0,HAO Ting,Female,CHN,China,People's Republic of China,China,People's Republic of China,W,Rhythmic Gymnastics,Group All-Around,TEAM,,2001-03-23,1927517,GRYW5AA-----CHN01,HAO Ting,HAO T,HAO Ting,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0,0.0,['Rhythmic Gymnastics'],['Group All-Around'],2001-03-23,YANCHENG,China,BEIJING,China,Tingting,,Athlete,Nanjing Sport Institute (CHN),"Father, Hao Houbin. Mother",Mandarin,National: Sun Dan (CHN),"Selected to join the provincial team in Nanjing, China in grade two of primary school, she switched her focus from ballet",,,,,,
2024-08-10,Gold Medal,1.0,HUANG Zhangjiayang,Female,CHN,China,People's Republic of China,China,People's Republic of China,W,Rhythmic Gymnastics,Group All-Around,TEAM,,2000-02-15,1927518,GRYW5AA-----CHN01,HUANG Zhangjiayang,HUANG Z,HUANG Zhangjiayang,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0,0.0,['Rhythmic Gymnastics'],['Group All-Around'],2000-02-15,SICHUAN,China,BEIJING,China,,,"Athlete, student",Physical Education at Chengdu Sport University (CHN),,Mandarin,National: Sun Dan (CHN),Because her parents often worked late they sent her to an after-school programme were she began practising rhythmic gymnastics,,,,,,
2024-08-10,Gold Medal,1.0,WANG Lanjing,Female,CHN,China,People's Republic of China,China,People's Republic of China,W,Rhythmic Gymnastics,Group All-Around,TEAM,,2005-03-10,1927519,GRYW5AA-----CHN01,WANG Lanjing,WANG L,WANG Lanjing,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0,0.0,['Rhythmic Gymnastics'],['Group All-Around'],2005-03-10,HANGZHOU,China,HANGZHOU,China,,Calligraphy,Athlete,"Zhejiang College of Sports (Hangzhou, CHN)",,Mandarin,National: Sun Dan (CHN),Coaches scouted her while recruiting potential gymnasts in her kindergarten,"Rhythmic gymnast Sun Dan (CHN), 2008 Olympic silver medallist (group), 2002 Asian Games champion (team). Coach of the Chinese rhythmic gymnastics group",,,,,
2024-08-10,Silver Medal,2.0,BAKANOV Shani,Female,ISR,Israel,Israel,Israel,Israel,W,Rhythmic Gymnastics,Group All-Around,TEAM,,2006-02-27,1908226,GRYW5AA-----ISR01,BAKANOV Shani,BAKANOV S,Shani BAKANOV,Female,Athlete,ISR,Israel,Israel,Israel,Israel,ISR,0,0.0,['Rhythmic Gymnastics'],['Group All-Around'],2006-02-27,KANOVE,Israel,,Israel,,,"Athlete, student",,Father. Mother. Sister,Hebrew,"National: Ayelet Zussman, Alla Samopelov, Natasha Stipanova",Her mother enrolled her,,,,,,
2024-08-10,Silver Medal,2.0,FRIEDMANN Adar,Female,ISR,Israel,Israel,Israel,Israel,W,Rhythmic Gymnastics,Group All-Around,TEAM,,2006-07-18,1908240,GRYW5AA-----ISR01,FRIEDMANN Adar,FRIEDMANN A,Adar FRIEDMANN,Female,Athlete,ISR,Israel,Israel,Israel,Israel,ISR,0,0.0,['Rhythmic Gymnastics'],['Group All-Around'],2006-07-18,,,,Israel,,,"Athlete, student",,,Hebrew,"National: Ayelet Zussman, Alla Samopelov, Natasha Stipanova","“When I was younger I was very shy, and I tried to develop myself in a very special way. It's a very artistic, gentle and intelligent sport.” (frogi.co.il, 9 Jun 2022)","Rhythmic gymnast Linoy Ashram (ISR), 2020 Olympic individual all-around champion, 11-time world championship medallist (2017 individual all-around and ribbon; 2018 individual all-around, hoop and ribbon; 2019 individual all-around, hoop, ball, clubs, ribbon, team).</p><p>“She really inspired everyone and showed us that everything is possible, that we can go through and overcome any barrier or obstacle and everything will really be as we wanted, only if we succeed and work hard.” (frogi.co.il, 9 Jun 2022)","Her family and friends. “Most of my family came from the field of sports, so they really understand what professional sports are, and how it requires a lot of work and effort. My friends really appreciate what I do. Every time they see pictures and videos of me from gymnastics, it's nice to hear their reaction. I'm supported everywhere."" (frogi.co.il, 9 Jun 2022)","“Every morning we get up with this feeling of 'today we have to come to training and work harder than yesterday' in order to be able to progress every day.” (frogi.co.il, 9 Jun 2022)</p><p>“You need in every practice to have at least one mistake, so that you learn from it for the next time. If it doesn't happen in practice before, it can happen in the competition itself and it will be much more embarrassing.” (frogi.co.il, 9 Jun 2022)",,,
2024-08-10,Silver Medal,2.0,PARITZKI Romi,Female,ISR,Israel,Israel,Israel,Israel,W,Rhythmic Gymnastics,Group All-Around,TEAM,,2004-06-17,1908233,GRYW5AA-----ISR01,PARITZKI Romi,PARITZKI R,Romi PARITZKI,Female,Athlete,ISR,Israel,Israel,Israel,Israel,ISR,0,0.0,['Rhythmic Gymnastics'],['Group All-Around'],2004-06-17,,,NETANYA,Israel,,Travelling,Armed forces athlete,,"Father, Ilder. Mother, Vared. Two younger sisters","English, Hebrew","National: Ayelet Zussman, Alla Samopelov, Natasha Stipanova",Went to watch her sister in a rhythmic gymnastic class and was impressed by the coordination and the work of the implements. Signed up for summer camp and began her career,"Rhythmic gymnast Linoy Ashram (ISR), 2020 Olympic individual all-around champion, 11-time world championship medallist (2017 individual all-around and ribbon; 2018 individual all-around, hoop and ribbon; 2019 individual all-around, hoop, ball, clubs, ribbon, team). </p><p>“She comes from a relatively small association and succeeded despite all the difficulties and without many conditions to reach the top of the world. What didn't they say about her? That she doesn't have (sport-appropriate) data, that she has weight problems, and in the end she came and proved everyone that they were wrong.” (net.co.il, 19 Jun 2023)",,"“We are five girls, we’re a fist. You leave, the fist will no longer be a fist. We’ll fall apart, and we wouldn’t be able to make achievements together.” (haaretz.com, 1 Jun 2023)",,,
